pretty_comp,mbj_bandgap
Ti2H4Pd,0.0041
Na3InCl6,5.6517
LiAuC2,2.1041
TaTiBe2,0.0146
BCl3,6.1165
ThAg2,0.0027
Rb2NbCuSe4,1.8032
TmSbPd,0.5985
BiI3,2.7725
In2S3,1.4765
Dy2Sn2O7,4.3841
Li3Sb,1.2164
PbSeO3,4.2328
RbHfAgTe3,0.6531
KLiZnS2,3.9358
CdP4,1.0526
IrOsW,0.0217
TlCdF3,5.4807
Rb2PdCl6,1.7344
W3O,0.0043
BaAlSi4N5O3,6.2787
ZnBiAsO5,3.883
Sr3Sc(BO3)3,4.8871
KTa(AgSe2)2,1.9827
Si3F,0.0012
FeTe,0.01
HfGeSe,0.0234
Ba2InClO3,3.9387
Ca(CuN)2,0.0184
PrTa3O9,4.3435
NaCaTaTiO6,3.0862
AgH,1.5773
Bi2OF4,5.5737
Lu2NiIr,0.0081
AgP2,1.1351
U(MnAl2)4,0.0017
Te2Mo3S4,0.1913
Nd(CrSi)2,0.0136
AgBi(PS3)2,1.5146
Mg(AlSe2)2,2.2273
BaLiTi2,0.0035
BaNiP2,0.0058
Hg2MoO4,2.3587
SmDyZn2,0.0199
NaHS,5.1656
ZrO2,4.6095
Mg2BiAsO6,4.9826
YbPmAg2,0.0119
TaCu3S4,2.1256
Al3GaN4,4.4786
Na2Be2O3,6.2666
DyTiClO3,3.6356
Rh2S3,0.387
Ba2YTaO6,4.4889
Ba(CrAs)2,0.0141
Nd3CuSiSe7,1.9162
SCl2,3.2814
Nb3Sb2Te5,1.0516
Pd(SCl3)2,1.4957
BeB2,0.0054
RbCl,7.5821
LiTiBe,0.0061
BaYSc2,0.0058
BaReN3,2.3245
Y3AlC,0.0989
YAl3(B2O)2,6.402
Y2Hf2O7,5.1734
SrSO4,7.8058
RbClO4,8.1259
Ca2NF,3.1455
Ho2CdS4,1.7578
NClOF4,2.9933
Rb3SbSe4,2.2422
Ba(HO2)2,4.3992
TmCoC2,0.0031
Th(CrGe)2,0.0034
P4S3,2.8966
SnB4O7,4.9916
NbB2,0.0051
Na3GaS3,4.6661
SO2,4.2377
MgBeSe2,1.6038
Cd2Os(CN)6,3.8296
BaTe,2.1481
Si2B2O5,0.6775
Mg2Rh,0.0081
TeI2,1.1124
BeTeBr4,0.0133
Be2NbRu,0.0023
LaVCrO6,0.0042
RbMgAsH2,6.5853
VGaCo2,0.0291
MgFeRh2,0.0026
PuSi2,0.0087
NdSBr,3.3894
Cu2WS4,1.5542
GaCuO2,1.1909
Ca(ClO2)2,4.1144
Sc3GaC,0.0774
Ca(AuF)2,1.8004
Rb3TaO8,4.4985
Na3CdPCO7,6.0471
Ba4YRu,0.0164
YbAu,0.0089
Ca3SbP,1.1575
HoP,0.0177
VCl3,0.0121
AlTlSe2,1.1478
Be2OsCl,0.0131
TlBSe3,1.867
HfCuP,0.0538
CuF,0.0854
CuP2,1.2246
Rb3GePSe7,2.3269
BeSiAs2,1.7472
CuH4(IO4)2,2.8504
CaMnSn,0.0194
ErSeI,2.9213
BeS,4.3762
AgClO4,5.7073
SrMg2N2,3.1122
AgAsO3,1.2399
TmSi,0.001
Na2PtS2,1.8335
Be2CuIr,0.0166
Li2WS4,2.3223
KNbSe2,1.1929
ErBi2ClO4,3.1982
NaAuO2,1.9401
KGaAs2O7,4.6206
Na2TmPCO7,7.1726
V7O3,0.0189
LiScSi,0.7728
ScGa2Ni,0.0061
Pr2Sn2O7,4.3197
SnSe2,1.1417
K2NaMoF6,2.5738
AgO,0.0014
SnH4(NF)2,5.0372
ErAgTe2,1.263
Tm(CrSi)2,0.0008
YbTe,2.5452
Sb4I2O5,2.727
Y2Si2O7,6.2933
TeWSe,0.3517
HfBeSe2,0.0031
BeTcHg2,0.0109
BePdRh2,0.0008
Bi4Te7Pb,0.8172
Yb3Mg,0.0107
BeAlH5,5.1547
Sr2H5Rh,0.9598
In2TeO6,2.7110000000000003
Na2BePt,0.0087
NbNiP,0.0195
KMgAs,2.5861
GaBr2,3.2189
Pr3Cu,0.0025
SmMoClO4,3.7118
ZrGeO4,4.8366
TlCl2,2.5529
PtI2,1.4786
HoHSe,2.6291
Rb2PbCl6,2.0191
H3N,6.9421
K2PtF6,2.8203
CI4,1.618
RbPt2Se3,1.4664
Tl2TeI6,1.9079
Na2ZnBr4,5.874
Tm2TiO5,3.5292
NaP,1.7727
BCl,4.0315
BeBiIr2,0.0079
MnAlNi2,0.0027
Al2O3,6.2302
Mg(AlS2)2,3.1305
Ho6WO2,3.6024
TmMoClO4,3.5107
AlBr4,6.3614
KTm,0.0062
YbB4O7,9.5686
TmN,1.2559
Li2CeTl,0.0004
Rb2SnI6,0.4894
Mg3(BO3)2,7.5405
Nb2VSe4,0.01
SmDyMg2,0.0198
ZnNiSb,0.0604
AgCl,2.8783
Re3Se4Cl,1.3434
MgMoH2O5,4.609
SrCuSeF,2.4218
Mn3PtN,0.013000000000000001
LiDy2Ru,0.0303
HfGaRu2,0.0587
Sr(BS2)2,3.5721
TmAu2,0.0061
MnB2,0.006
YRh3C,0.0349
ZrSeO,1.0368
AgRhO2,0.7078
Yb3Re,0.0133
BaSiTc2,0.0434
NaBeO2,4.7811
SmOF,6.4225
KSmF4,9.3509
VTe2,0.0113
Sn(WO4)2,4.0401
TaSbRu,1.0638
K2ZrSi2O7,5.3896
AgCSN,3.6336
BeCl2,8.395
Na2Te,3.7865
Er(HO)3,6.1518
Hf2RuRh,0.0171
BaSbAu,0.0058
BaBeV2,0.045
BaYF5,8.5925
BeAgW,0.0214
Ba2YSbO6,4.8109
InHg,0.0048
K2NbAgS4,2.4019999999999997
SmH3(CO2)3,6.2701
RhBr3,1.3161
Ba5Ta2Cl2O9,5.1701
V3Sb,0.027999999999999997
BePOs,0.0015
Hf(B2H3)2,6.8827
ZrBe2,0.0366
GaCuTe2,1.0407
SmPt2,0.0072
ZrFeSe,0.7399
TaOF3,4.5395
B3H7CO,5.4132
InSb2Se4Br,1.6649
MnSiNi2,0.0135
BaSnPb,0.1114
BeTc2Ge,0.0029
CdInGaS4,0.0517
PrTeCl,0.8804
K3AlO3,5.7927
Ti(WO4)2,3.0127
H5NO,8.5214
BeGeAs2,1.3462
Tm(CoGe)2,0.0008
HoGaO3,5.5199
CdSe,0.7825
TmLuRu2,0.0385
Be2InIr,0.0054
CaSn2O5,2.7788
Sr2BeP,0.018000000000000002
K3VO4,4.1369
PdF4,0.9159
Au2O3,1.3843
Ta2CrRu,0.053
CrIr3,0.0053
Ba(MgP)2,1.6748
NaSr4(BN2)3,3.5233
Al2PbSe4,2.85
MgTa2Be,0.0228
ZnF2,6.535
AsCl5,2.4399
DyGeAu,0.0332
Sr2PbO4,2.4735
Na2LiN,0.8796
PrTe,0.0107
Al2HgTe4,1.7384
Mg3(HO3)2,4.1093
Hf2BeCu,0.0272
RbFeO2,0.0048
KBaCu,0.0383
Rb2LiVS4,1.8119
MoSe2,1.3218
MnV2Cr,0.015
CaHBr,4.9646
CdCu2SnSe4,0.3131
Ca(PrTe2)2,1.4801
PmN,0.7896
BaNaGa,0.0268
Zn2(PS3)3,2.5848
Ba2PrNbO6,3.7954
KNaSe,4.5336
Zn2ReAs,0.005
H3C4NF2,8.8687
BaCO3,6.6211
Sr2PdO3,0.0154
RbBa3,0.0048
Li5CrO5,0.0103
BePdCl,0.0244
Ho2Ti2O7,3.1104
Mg2C3,2.4086
Na2TlBi,0.6335
K2NaInP2,2.371
CuI4,0.2466
Ba2BiSbO6,2.9737
SnPO4,0.0886
NaVCdO4,3.4469
Ca5P8,1.8497
Zn(GaS2)2,3.8636
Na3VO4,4.2884
VINCl3,1.0976
CdS,1.6542
BaSrSn,0.3109
ScBeMo4,0.0249
Sb2Pt2O7,0.6564
NaMn2O4,0.0038
Sr3Ge2(BO)6,6.5022
Sr(CoAs)2,0.0026
Li2AgAs,0.0116
NdPt,0.0006
ZnNiF4,0.0679
Na7NbO6,4.2556
Nd(HO)3,6.3364
BaYAgSe3,1.796
Y3CuSnS7,2.0665
ThSO,1.7923
BiSI,2.4072
Al2Se3,2.8458
HfSO,3.9492
ErMoO4F,4.2679
ErI3,2.5586
Mg(AlH4)2,6.6006
AgAuCl4,1.0399
MgTi2O5,3.2235
TmP5,0.7082
Ba2YbNbO6,3.9947
GaBiO3,2.2777
Y3Sb4Au3,0.6491
ZnGeAs2,1.0734
Rb2NaSbCl6,3.8794
AgBi(PSe3)2,2.1148
Mg(BH4)2,7.9579999999999975
NaNO2,3.8959
DyCuSe2,1.5129
Tm2OsRu,0.075
Rb8PO3,3.2381
Li2Mn3WO8,0.0015
V2ZnO6,1.9916
TaAsIr2,0.0292
Mg(BeN)2,5.5002
LiVPHO5,0.0063
LiTiPO4F,0.0011
Ca7(HCl)2,5.0585
BeSiPd,0.0083
NdN,0.7116
Sr2CdAs2,1.4251
HfCl4,5.0029
Th3As4,0.5813
Ba4LiOs,0.0193
Na4UO5,2.3776
VNiSb,0.0028
CaBHO3,7.5897
ZnSnAs2,0.8032
BiTeI,1.6831
LiPd,0.0549
HfBeP,0.0074
AlICl6,3.6957
TiPN3,0.8829
Ti2CoSe4,0.0048
TmTaO4,4.8198
NaNbO3,2.3914
H6CNF,9.8822
CdCO3,5.1879
TbB2,0.0284
CuTeO4,0.07400000000000001
TlCuPO4,0.0692
SmAg,0.0035
K2TeOF4,6.2338
Re3F,0.0031
TaTeBr9,2.4404
Lu2ZnS4,3.3133
Te2Mo3S4,1.2058
RbMnBi,0.0111
Rb2SnBr6,2.213
K2NaAlH6,5.0938
CaP3,0.3433
PS,2.6236
Li(MnS2)2,0.0012
Cr3SnN,0.0078
RbSn2Br5,3.1517
ScGaO3,5.6346
ZnCu2GeSe4,0.4195
Nd(CoP)2,0.0043
TbSi2,0.0307
NdP,0.2765
SmAgPb,0.0805
BaTi4ZnO8,0.0048
UAl4,0.001
SmMnB4,0.008
SnO,1.0441
YNbO4,4.1297
TiTe2,0.0061
TbAs,0.3249
TbYTl2,0.0219
DyZn,0.0306
Ni3Hg,0.0306
FeSi5,0.0118
RbSnF3,5.6747
K4CO4,5.9181
RbMnSe2,0.006999999999999999
CoAgO2,0.0539
LiFe2F5,0.0037
LiSc2Au,0.0197
NaTlO,0.9709
TiAgSe2,0.0017
Na3AlP2,2.6171
Na2ZnS2,4.279
MgScAg2,0.0231
RbTe,4.4209
RbSbS2,2.7951
LuRh2,0.013000000000000001
ZnGeO3,4.062
Ca2ZnGe2O7,4.7581
Ca(MnP)2,0.0068
BaYBr5,3.9182
YBi2BrO4,3.0857
Ca3PCl3,2.5639
K2NaAg3(CN)6,3.2411
Be(BC)2,1.3112
Li4TiO4,4.9097
LaAuO2,3.6452
BaMnBr2,0.0219
CdHg4C6S6(Br2N3)2,2.7373
ScPd,0.0104
HgHOF,2.9152
ErCuSe2,1.5678
TlSn2Br5,3.1016
Tm2InOs,0.07200000000000001
P3BrCl4,2.2541
Tm2IrPd,0.0302
Li2CuAg,2.1949
FeP2,0.0453
AgCN,3.95
BeCo4Te,0.0243
Ba3In2O6,2.8224
BaCo2Br,0.0011
VI2,0.0343
KAgC2,3.1439999999999997
CaSnF4,4.6165
LuBPd3,0.0051
TiAl2O5,3.4565
Zn(CN)2,6.2125
LiScMo3O8,1.6183
Zn(GaTe2)2,1.7413
TaBePb4,0.0138
RbHoSe2,2.9691
AgNO3,2.6272
TlBCl2,1.2163
V2CdO6,2.4594
BaNa2P,0.0196
CrAs2,0.0035
InOF,3.6709
K3AlH6,4.5125
TaCl4,1.6945
CaTlCl3,6.0683
BeTcW,0.0139
InCl3,4.3172
Be2SiRu,0.0033
Mg2ZrBe,0.0073
Hg2TeO3,4.0369
Sc2ZnGa,0.0086
LuInAu2,0.0061
Mn2Fe3(CoO2)3,0.0108
K3Ag3As2,1.7442
Ca3(BO3)2,7.3366
Rb2HBrO,5.6683
K4CdP2,2.2381
RbPb2Br5,4.0235
Na8TiAs4,1.608
AlBi,0.8846
NaCuO,1.7646
Be2ZnRh,0.0051
Rb4CdBr6,5.082
Ba2ErNbO6,3.6508
ScAuO2,2.8727
Ba4CrCd,0.021
K2Th(CuS2)2,1.4029
RbH3O2,7.1566
ZrTiTe4,0.0047
Ca2MgIn,0.0623
Sm3AlN,0.0632
BaHgO2,3.3961
KZnP,2.1006
K2Sn(AuS2)2,2.5580000000000003
RbH2N,4.3015
RePbClO4,3.7193
Mg(HO)2,6.7187
LuIr2,0.0078
ErH,0.0474
Lu3O2F5,8.6026
AlSnO3,0.036000000000000004
MgNbRu2,0.036000000000000004
Yb3W,0.0095
BeCuTe,0.0256
Ta2MoO8,1.0601
Ca2PI,2.1487
CrSiO5,1.0475
PrN,0.0686
Ba4NaBi3O2,1.0221
Ba4CdTc,0.0326
RbNaO,4.4086
NaHCO2,6.9966
Th2SN2,2.3784
YCd3,0.0825
LiSiNi2,0.0189
Rb2Sb4S7,2.7694
NaLi2Bi,0.9309999999999999
Be2C,1.7772
Hg(BiS2)2,1.7995
BeNbW,0.0054
TlCdBr3,3.7173
NdNbO4,4.2334
Tl2Sn(AsS3)2,1.714
SrCN2,5.4741
BaIr2Pd,0.0144
Ba2MnZn2(AsO)2,0.0036
YAlO3,5.9339
NbGaPt,0.0292
Ba3BiSb,0.3753
RbInTe2,1.8288
Li8TiS6,1.2116
ZnBiO3,1.2189
NaHoF4,9.9132
GaCuI4,2.0795
Pr3In,0.0224
Fe5Si3,0.0074
BaNaBr,0.4866
TlCoO3,0.0071
CaY2O4,4.4495
Er2O3,5.7629
SrS3,2.156
BaMo4(PO3)2,2.2635
BaBeCl2,0.5852
Ca3PbO,0.209
LiO3,0.0165
KAuN2,1.6343
Ca(BC)2,1.0394
KLi2As,2.0717
Be2WSe,0.0124
KNdS2,3.3152
NdZnAsO,1.6216
ZrO2,4.1734
BeRh,0.0246
InF3,7.1247
CsCu3O2,1.6529
Pr3GaC,0.0579
BaSnF6,7.4181
V2Zn2O7,2.4588
MgBeNi,0.0189
Hg3(TeBr)2,2.6002
Co(ClO4)2,4.5978
AgAuO2,0.0191
HfInRh2,0.0432
InCuTe2,1.0443
MnV,0.0089
IBr,2.0638
SmDyRh2,0.059000000000000004
CrCdTe2,0.0096
TaNO,3.0375
RuO4,2.6221
LaHO2,4.3312
K5CuAs2,1.5152
SiH2C2(NF)6,7.0282
Na3BP2,2.7277
BeV2Pb,0.0056
ZnH2SeO5,4.5678
K2VAgS4,1.4075
H3ClO,7.7712
Li4UO5,2.375
Tm(HO)3,7.6992
Hg3(SF)2,3.3488
Rb2HgO2,3.1910000000000003
TiI4,0.9484
Ba4MgSc,0.0216
LiCa2Al,0.0194
Sb4Br2O5,3.5429
NbAs2,0.0075
Sm3Si,0.0273
K6Na3AlSb4,1.7448
RbLiS,3.6788
NaV(OF)2,2.6976
Ta2Si,0.0016
Ti2MnBe,0.001
TmHfIr2,0.0168
FeCuC5N6O,1.8664
Sm3S4,0.0163
Sn2PClO4,4.0819
NaTaO3,5.0124
KCN,7.2643
RbHSeO4,5.2099
Te4Mo(WSe)2,0.1909
Te7Mo8S9,1.0897
K2P3,1.4738
ScAg4,0.0144
NaY2Be,0.0038
VCo2Sn,0.0089
SiO,0.7918
KHoO2,5.864
Rb2Li2SiO4,6.5136
Ba4LiSe,0.0058
HoLuAu2,0.0059
TaCo2,0.0227
HfSi2,0.0095
PrBS3,3.1926
TlCuO2,0.4359
Na3As,1.5012
InP,1.4274
KCl,8.5163
CaNb2O4,1.6041
NdTaO4,5.0571
RbCu2Br3,3.0143
LiZrAu2,0.0194
MnBe2P,0.0291
Sr(SiAg)2,0.0134
K7NbAs4,1.7843
K5CuAs2,1.5146
KLi6TaO6,5.6203
ScTl2W,0.0182
Li4TiS4,2.7076
DyMg,0.03
BaH2O3,0.0213
KHCO3,7.4466
SiPbO3,2.1413
HfTc2Sb,0.0239
Tm2AlSi2,0.0111
ScBrO,4.1692
HgI2,2.1011
NaBeBr,0.9404
Lu2TcAu,0.0308
PtSe2,0.0612
AgAsO2,3.4062
Tb2Si2O7,6.6034
NaGaH8(NF3)2,8.85
CaCdSi,0.1163
Ce(SiRu)2,0.0014
FePbW2,0.0713
NdCl3,5.3735
AgPF6,5.1689
SbCl5,2.6759
PrHo3,0.0262
PHPb2,7.3377
UNCl,0.0068
Ta2MnOs,0.0044
K2CuBr3,3.2464
BePdBr,0.0139
KLiSe,4.4744
In2Se3,0.7425
BeCu2Tc,0.0004
Mg(BiO2)2,1.69
Ge3N4,3.0882
ZrIr,0.0153
Te2W3S4,0.3103
YbSmHg2,0.0271
SmIn2Rh,0.0038
Fe3SnC,0.0445
BaLiPd2,0.0268
DyAl3,0.0332
Ag2PdO2,0.5773
Na4Cu(AsO4)2,3.5924
GaAsO4,5.0103
Cr(CoO3)2,0.0016
MgScCd2,0.0224
Li7SbO6,4.975
ErP,0.3154
Ag3AsS3,1.8911
C(ClF)2,6.88
BaZnCO3F2,6.7035
DyMn2,0.0049
Sr2H3I,3.2651
TlGaO2,3.1008
Na2O,4.707
Er2Al3Si2,0.0067
CaSn(BO3)2,5.6077
K2PbO3,2.5061
TbSmO3,6.1158
YOF,7.0471
BaInIr2,0.0143
TcO3F,3.0597
NaGaTe2,1.1419
YbBiAu,0.0503
Lu2CoRh,0.0446
Rb2Te,3.4389999999999996
Sr3N2,1.1568
SrLuCuS3,1.8655
Al2RuRh,0.0267
IF3,4.4839
TiBrN,0.8539
Tl3AsSe3,1.3627
PmBiAu2,0.0345
RbNa2NiO2,2.4645
AcH2,0.1062
Sr2SnS4,3.5681
BaCdSe,1.9132
Sm2Ge2O7,6.064
Sr2ZrO4,3.8865
NbRu3C,0.0162
BeFePt2,0.0014
As2Ir,0.9996
ScRu,0.0052
Eu2I2O,0.0124
BaBr2,5.4628
